name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,error,isClaimable
Eastnets,https://media.licdn.com/dms/image/C4E0BAQEEtEa5rQFNkA/company-logo_200_200/0/1620229324493?e=1691625600&v=beta&t=2ZezliHF8Jhbp6V2cMnLmiGmOb2tonaadoYzEQ_IgSk,https://media.licdn.com/dms/image/D4D1BAQG1T3iJFK8ohA/company-background_10000/0/1666870565441?e=1683907200&v=beta&t=bGLdampkbcqMXVDGdhHRMEFA0zkEVw-0pthwMR4VN48,"For more than 35 years, we’ve kept the world safe and secure from financial crime. Now we’re creating a safer future for everyone — by ensuring peace of mind today.
Find out more about Eastnets and our world-leading compliance, payment protection, and anti-fraud technologies at Eastnets.com","For more than 35 years, we’ve kept the world safe and secure from financial crime. ",24614,http://www.eastnets.com/,eastnets.com,Dubai,"Building 2, Office G02/G03 Dubai Internet City, Dubai, 500135, AE",,IT Services and IT Consulting,201-500 employees,,1984,"Customer Due Diligence, Know Your Customer KYC, Counter-Terrorism and Anti-Money Laundering, Anti-Fraud, Trade Compliance, Cyber Security, Payment Hub, Transactions, Anti-Fraud, Financial Crime and Compliance, Financial Intelligence Hub, Hosting, SWIFT , SWIFT connectivity , goAML, AI, and Open Banking",24069,24069,https://www.linkedin.com/sales/company/24069/,427,Eastnets,https://www.linkedin.com/company/24069/,2023-05-05T15:28:53.722Z,https://www.linkedin.com/company/eastnets/,,
NTG Clarity,https://media.licdn.com/dms/image/C4D0BAQECl9DPFYCR2w/company-logo_200_200/0/1678880410961?e=1691625600&v=beta&t=83A0O2CPJzx3UMTqPH8tyzuvFmN62oZezgWai0NzlnA,https://media.licdn.com/dms/image/D4D1BAQEJcrREtHCM4A/company-background_10000/0/1678877661586?e=1683907200&v=beta&t=o0fqmtDILJuXAF8FaUf5ftT9PIy1YypfOnhQuOnFmrw,"NTG CLARITY is a leader in delivering network, telecom, IT and infrastructure solutions to network service providers and medium and large enterprises. With offices and operations located in North America and internationally, and a professional team of more than 500 people, NTG Clarity works in partnership with clients to provide a single source of design, documentation and implementation expertise on an outsourcing or consulting basis.",Simplifying Business Solutions,13694,https://ntgclarity.com,https://ntgclarity.com,Markham,"2820 Fourteenth Avenue, Markham, L3R 0S9, CA",905-305-1325,IT Services and IT Consulting,"501-1,000 employees","Markham, Ontario",1992,"IT Products, IT Services, Telecom Products, Telecom Services, IT and Telecom Products and Services, Offshoring, Outsourcing, Consulting, Custom Software Development, Testing, TaaS, Digital Transformation, and Business Suite",64319,64319,https://www.linkedin.com/sales/company/64319/,429,NTG Clarity,https://www.linkedin.com/company/64319/,2023-05-05T15:29:01.604Z,https://www.linkedin.com/company/ntg-clarity/,,
CST Systems,https://media.licdn.com/dms/image/C560BAQHKCOq585akeg/company-logo_200_200/0/1624494052911?e=1691625600&v=beta&t=kw6q95PSNOTezhw6RjLepybd7Rnl6PC_P4C3l01uxMk,https://media.licdn.com/dms/image/C561BAQFr_wO5U29Clw/company-background_10000/0/1624494229117?e=1683907200&v=beta&t=g74j1ETsiiR-SUgvyzuQFkKvCyxlA1s3cWv7LMeohVM,"Since 2010, California Science and Technology Systems delivers technology-based business solutions to help organizations control costs, drive revenue, and cultivate growth. We have deep industry expertise in consulting, business process, application, and infrastructure services. We bridge design, technology, and delivery to create IT solutions with maximum return on investment. ",Where ideas take shape.,305,http://www.cstsystems.com,cstsystems.com,Pasadena,"479 So. Marengo Ave. Ste. A, Pasadena, California 91101, US",,IT Services and IT Consulting,11-50 employees,"Pasadena, California",2010,"Information Technology, ADM Outsourcing, Custom Application Development, Product Engineering, Cloud Computing, Portals, Mobility, Cyber Security, BPO, Business Architecture, IT Strategy, Systems and Applications Architecture, SOA, R&D, and Enterprise Strategy",4035427,4035427,https://www.linkedin.com/sales/company/4035427/,5,CST Systems,https://www.linkedin.com/company/4035427/,2023-05-05T15:29:09.063Z,https://www.linkedin.com/company/cst-systems/,,
XCode Web Solutions LLP,https://media.licdn.com/dms/image/C4D0BAQEY-0uRZUg3nQ/company-logo_200_200/0/1677554042534?e=1691625600&v=beta&t=WDnrtIx9G_O5M_13so_P1W_h4TTBF-h_SLEyBQSl_qo,https://media.licdn.com/dms/image/D4D1BAQGXlyPXWqyoOQ/company-background_10000/0/1680072975817?e=1683907200&v=beta&t=LbOSHy8PKCA6vx9Rayp_pklQJsGrwyWeAaIhnRC6KH8,"XCode Web Solutions is an offshore development outsourcing IT company. Incepted in the year 2019, XCode is doing an astonishing work on the ground of IT fraternity. We are an enthusiastic team of Designers, Developers, Innovators & Managers who are ready to give a digital transformation to your business and take it to the next level. 
We offer a wide range of modern services, technologies, and frameworks that are designed to help you achieve your business goals. Whether you require a custom software application, website, or mobile app, we have the expertise to turn your vision into a reality.

Contact:
hr@xcodewebsolutions.com
info@xcodewebsolutions.com",,1334,https://www.xcodewebsolutions.com,https://xcodewebsolutions.com,Ahmedabad,"221, Ashwamegh Elegance-I, Opp. Rudra Tower, Ambawadi, Ahmedabad, Gujarat 380006, IN",,Information Technology & Services,11-50 employees,"Ahmedabad, Gujarat",2019,"Web Development, App Development, Graphics & Logo design, MEAN Stack Development, .NET Development, Meteor Development, Website Design, Web Application, Front-end Development, JSON, Windows Desktop Apps, SPA, and REST API Development",13750616,13750616,https://www.linkedin.com/sales/company/13750616/,15,XCode Web Solutions LLP,https://www.linkedin.com/company/13750616/,2023-05-05T15:29:16.360Z,https://www.linkedin.com/company/xcode-web-solutions/,,
COM-IoT Technologies,https://media.licdn.com/dms/image/C560BAQGiGtiw3FI-3A/company-logo_200_200/0/1519865292834?e=1691625600&v=beta&t=KAF6mA-1rv8qGc7T7vmb9STUAYtK1x5vhhjJ9l7kkmI,https://media.licdn.com/dms/image/C561BAQGGCm5GlPPN4w/company-background_10000/0/1519801038035?e=1683907200&v=beta&t=JcMpc79DqHxP7jqf6_woq5Ip8drW-LkoOUh_ZC1kpc0,"COM-IoT Technologies is an Artificial Intelligence company based in Dubai. We develop multi-use AI solutions in the areas of security, traffic safety and smart cities to help governments and enterprise partners protect and enhance the security and livability of their communities. 

Our smart, connected solutions advance the smart city and traffic safety goals of government and enterprise partners who rely on the latest technologies to power their urban infrastructure. 

With flexible agreements and customizable services, our solutions are targeted and cost-efficient, utilizing cutting edge technology including LiDARs, mapping systems, compact computers, RGB cameras, and other integrated technologies.

We're addressing the growing need for intelligent systems and device management for smarter, safer cities.",AI solutions in intelligent security and in traffic safety,2159,http://www.com-iot.com,com-iot.com,Al Thanyah 5,"Cluster N, Al Thanyah 5, Dubai  AE | Dubai,   AE",,Telecommunications,2-10 employees,"Al Thanyah 5, Dubai",2016,"IoT Development, IoT Consultancy, Automation, Innovation, Traffic Safety, Artificial Intelligence, Security, and Smart cities",13206497,13206497,https://www.linkedin.com/sales/company/13206497/,11,COM-IoT Technologies,https://www.linkedin.com/company/13206497/,2023-05-05T15:29:23.501Z,https://www.linkedin.com/company/com-iot-technologies/,,
DPM Multimedia Agency,https://media.licdn.com/dms/image/C4D0BAQGnbmi5j1x8qw/company-logo_200_200/0/1655892247210?e=1691625600&v=beta&t=1pAJ3C0TtSfPTwvEggBjv6Oda2thBuRXFItcUvL_o_Y,https://media.licdn.com/dms/image/D4D1BAQEqjIDe8JMipw/company-background_10000/0/1655892129608?e=1683907200&v=beta&t=LBy1YExjrTaVDC1GBoqH8tUzi5HW12zmWYac9Y2BHZ4,"Since we believe that providing unique and different values to the marketing field is better than any other gains, we decided to start this agency with new standards andapproaches. DPM is always looking forward to offeringdifferent qualities to clients, contributing in their success and empowering them .","Your number one destination for full, integrated marketing and multimedia solutions.",2756,http://www.dpmegypt.com/,dpmegypt.com,Cairo,"10 Mohamed Hasan Badran Street, 5th floor, Cairo, Cairo Governate  EG",+201030503076,Advertising Services,11-50 employees,"Cairo, Cairo Governate",2017,"Social Media Marketing, Online Advertising, Video Production, Print Production, Website Creation, Management & SEO, Outdoor Campaigns & On-ground Activation, PR Services, and Business Consultation",18953323,18953323,https://www.linkedin.com/sales/company/18953323/,35,DPM Multimedia Agency,https://www.linkedin.com/company/18953323/,2023-05-05T15:29:30.960Z,https://www.linkedin.com/company/dpm-multimedia-agency/,,
Saudi Industrial Development Fund - SIDF,https://media.licdn.com/dms/image/C4D0BAQGWKbl24i-SgQ/company-logo_200_200/0/1606665538309?e=1691625600&v=beta&t=VT9BxGjjUAVo4GlRpE1xEVjQlXPJ_t-G9Af5bJQQOT0,https://media.licdn.com/dms/image/D4E1BAQEnRNDzs6fNtw/company-background_10000/0/1682584952853?e=1683907200&v=beta&t=I80KgDceZTM4gQ3UlGH5tJN-ogD8kV-WsdIdg2vJtgY,"The Saudi Industrial Development Fund was established by Royal Decree No. (M / 3) issued on 1394 AH [1974] to realize the Kingdom’s industrial development goals and programs via financing and advisory services. With the announcement of the Kingdom’s Vision 2030 program, SIDF evolved to play a more significant role in the Kingdom’s economic growth and agenda.  With a paid in capital of SAR105 billion since 2019,  SIDF has been playing a more prominent role as the primary financial enabler of the National Industrial Development and Logistics Programs (NIDLP), which aims to transform the Kingdom into a leading industrial powerhouse and a global logistics hub supporting four main sectors: industry, energy, mining, and logistics. 


Our Vision:
Industrial development fund enabling Saudi Arabia’s transformation to become an industrial powerhouse and a global logistics hub.

Our Mission:
Enhance ecosystem competitiveness and investments attractiveness by providing financial and non-financial offerings.

Our Values:
Client’s Success:
We support our clients to succeed as we measure our success by theirs.

Enablement:
We enable others to take ownership of the work we do and the outcomes we are trying to achieve together.

Team Work:
We work as part of a team to achieve the growth, development and prosperity of our country.

Development:
Development is at the core of our business. It underpins everything we do.

Reliability:
We show reliability in our work and all decisions taken.
",الحساب الرسمي لـ صندوق التنمية الصناعية السعودي | The official account of the Saudi Industrial Development Fund,179550,https://www.sidf.gov.sa/,https://sidf.gov.sa,Riyadh,"QJ6R+7C, مركز الملك عبدالله المالي 6483, الرياض, Riyadh,   SA",8001160004,Financial Services,"501-1,000 employees",,1974,,36665,36665,https://www.linkedin.com/sales/company/36665/,1172,Saudi Industrial Development Fund - SIDF,https://www.linkedin.com/company/36665/,2023-05-05T15:29:38.157Z,https://www.linkedin.com/company/saudi-industrial-development-fund/,,
Amazon Web Services (AWS),https://media.licdn.com/dms/image/C560BAQER_QnUTXrPJw/company-logo_200_200/0/1670264050886?e=1691625600&v=beta&t=yW9pDWKPyl-y5T0hhTXPsGEM9fqN6lVixOClHoJMtEU,https://media.licdn.com/dms/image/D4E1BAQEmLtxoOnG-cA/company-background_10000/0/1672505074829?e=1683907200&v=beta&t=YH4jjPVnBajc7ct1RvkYiZfJve0C7Kzpmqz59U6N434,"Launched in 2006, Amazon Web Services (AWS) began exposing key infrastructure services to businesses in the form of web services -- now widely known as cloud computing. The ultimate benefit of cloud computing, and AWS, is the ability to leverage a new business model and turn capital infrastructure expenses into variable costs. Businesses no longer need to plan and procure servers and other IT resources weeks or months in advance. Using AWS, businesses can take advantage of Amazon's expertise and economies of scale to access resources when their business needs them, delivering results faster and at a lower cost.

Today, Amazon Web Services provides a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. With data center locations in the U.S., Europe, Singapore, and Japan, customers across all industries are taking advantage of our low cost, elastic, open and flexible, secure platform.",Official Global LinkedIn page for Amazon Web Services (AWS).,8196257,http://aws.amazon.com,aws.amazon.com,Seattle,"410 Terry Ave N, Seattle, 98019, US",,IT Services and IT Consulting,"10,001+ employees","Seattle, WA",2006,,2382910,2382910,https://www.linkedin.com/sales/company/2382910/,122745,Amazon Web Services (AWS),https://www.linkedin.com/company/2382910/,2023-05-05T15:29:46.472Z,https://www.linkedin.com/company/amazon-web-services/,,
ACES,https://media.licdn.com/dms/image/C560BAQG2pD1XKDX7gg/company-logo_200_200/0/1519865169926?e=1691625600&v=beta&t=d71AsmV546TrEascKFSs0I-AhtL2SX-hdQHukVhfodA,,"ACES stands for the Annual Conference For Engineering Students, It was established in 2004 at Faculty of Engineering Ain Shams University to be the first student organization in all  governmental faculties of engineering.

Over the last 14 years, ACES was able to fulfill the gap between  university studies and the market needs through various partnerships and sponsorship  taking its position as a life changing experience community.

ACES Vision:
Raising the capabilities of the engineering community through technical, non-technical and personal approaches delivered through a real life exposure.

ACES Tracks :
- Technical track:
In this track the individual or a group of engineers will work on a certain idea or project demanded by the company, where they have to unleash their creativity to develop or innovate something new in order to achieve the best outcome through out the project.
- Non-technical track:
Workshops of 5-6 sessions prepared and conducted by ACES moderators .
- CSP Track:
Juniors: This workshop promotes teenager personalities to be able to decide their future track.
Academic program:This workshop promotes future teaching assistants to the academic career technically and personally by elevating their educational experience.

ACES Projects:
- ACES Expo:
Main technical program, in this program we aim to provide engineering students with technical experience,
technical content is prepared and conducted to the students by instructors from our academic sponsors.
- ACES Workshops: 
In this project we aim to help  students  improve their non-technical skills through our workshops.
- ACES Career Gate:
In this event we aim to create a network between students and companies by providing the students with internships and job vacancies.

ACES Conference:
It is ACES main event and the closure of the season where both technical and non technical tracks merge and also where participants apply all the skills they gathered from ACES events.",,4284,http://www.acesegypt.org,acesegypt.org,Cairo,"Faculty of Engineering, Cairo,  00000, EG",,Non-profit Organizations,51-200 employees,,2004,The Annual Conference for Engineering Students,713295,713295,https://www.linkedin.com/sales/company/713295/,65,ACES,https://www.linkedin.com/company/713295/,2023-05-05T15:29:54.044Z,https://www.linkedin.com/company/acesegypt/,,
Footloose Egypt,https://media.licdn.com/dms/image/C4E0BAQFW5LsidatEqQ/company-logo_200_200/0/1608707825255?e=1691625600&v=beta&t=n6h0hbYIDDJHwUkq08B0e3rDTJTflA_6mBNzq99hzco,https://media.licdn.com/dms/image/C4D1BAQE8DlHnxOqrIQ/company-background_10000/0/1592807534967?e=1683907200&v=beta&t=TYI9soZ2_TD5JXP9sDJ1DCLaXyQs_5njGMEeTPzl1rM,"""Footloose""​ this is how we believe a traveler should be; when a person gets rid of ties and stress, then explores the hidden treasures and beauty of Egypt.

Footloose was founded in December 2015 with an aim at granting our adventures a unique and different experience. Our goal is to spread the ""Backpacking"" culture in Egypt and enlarging such a community.","If you are a Thrill-seeker who loves backpacking, you've come to the right place.",110,https://footloose-egypt.com/#/home,https://footloose-egypt.com/#/home,Cairo,"Mostafa El Nahas Street , 21, Cairo, Egypt 11765, EG",+201065433035,"Leisure, Travel & Tourism",11-50 employees,"Cairo, Egypt",2015,,17898592,17898592,https://www.linkedin.com/sales/company/17898592/,13,Footloose Egypt,https://www.linkedin.com/company/17898592/,2023-05-05T15:30:01.266Z,https://www.linkedin.com/company/footloose-egypt/,,
Dexef ,https://media.licdn.com/dms/image/C4D0BAQGdMcaw5x9WRA/company-logo_200_200/0/1611575857228?e=1691625600&v=beta&t=CDcESAAYib0ftUz9M6cpNijdaivXurFQrHZMQXptiQc,https://media.licdn.com/dms/image/C4D1BAQFmQkGFVm4t4A/company-background_10000/0/1633965513017?e=1683907200&v=beta&t=jRp-p9Gffl9hKA5Mgp6H-ewz0rxzsmhTxhEIkAYLH_c,"Dexef is involved in the design and development of financial and commercial programs. We generally specialize in managing company resources. And it has many programs in this specialization due to the breadth of clients in this field. And also the expansion of the volume of their requests. That is why we can say that everything that deals in trade, manufacturing, or service fields falls within our customers.",Simple Life,1192,http://dexef.com/,dexef.com,Mady El Khabiry El Sharkaia,"39 7 Street, Mady El Khabiry El Sharkaia, EG",01000246222,IT Services and IT Consulting,51-200 employees,"Mady El Khabiry El Sharkaia, Cairo",2004,"برنامج حسابات, برنامج محاسبة, برنامج مخازن, ERP system , POS&retail, and software",10323105,10323105,https://www.linkedin.com/sales/company/10323105/,49,Dexef ,https://www.linkedin.com/company/10323105/,2023-05-05T15:30:09.246Z,https://www.linkedin.com/company/dexeferp/,,
Trendak,https://media.licdn.com/dms/image/C510BAQFYMiBb4GFCLA/company-logo_200_200/0/1519911231541?e=1691625600&v=beta&t=u_D2LjPFbPe79nMIFbgCFlLAmw831G4UmlJuQlVZ6-A,,"Trendak© is a software development and information service company. Its main scope is the social media data analysis. Trendak enables organizations to tap into large datasets and uncover patterns and trends in the social data. Using the latest developments in Arabic semantic and sentiment analysis, Trendak engages your organization in social conversations, keeping you ahead of the curve. For the first time, precision analytical tools have become available in Arabic to transform the overwhelming social data into trends and knowledge.",,1921,http://www.trendak.com/,trendak.com,Egypt,"18 Baghdad Street, 2nd Floor, El Korba 11757 - Heliopolis, Cairo, Egypt,  11757, EG",,Software Development,11-50 employees,,2012,Advanced Technology and Social Media Analytics Tools,3738751,3738751,https://www.linkedin.com/sales/company/3738751/,2,Trendak,https://www.linkedin.com/company/3738751/,2023-05-05T15:30:16.521Z,https://www.linkedin.com/company/trendak/,,
,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/13740862/,2023-05-05T15:30:38.196Z,,Unavailable company,
Innova STEM Education,https://media.licdn.com/dms/image/C4D0BAQGGTGAgz_3JaQ/company-logo_200_200/0/1542732430709?e=1691625600&v=beta&t=2uexY42rTI5uSMBbA4SjgzNTVMBESbSXmFBWpsJel5w,https://media.licdn.com/dms/image/C4D1BAQHii6uRqO9xBw/company-background_10000/0/1542733725174?e=1683907200&v=beta&t=yXIvv1IEVRdzxP1VD6p5CIQwr-PkyZvOKMrNIs1wh2Q,"​======
About us

Innova was founded in 2015, by a group of five Engineers who always had the passion to discover, learn and innovate in the Robotics 
======
Our vision

Innova comes as an answer for the requirements of the Egyptian society, robotics community and the new rising generation to develop a high standard of innovative kids who are able to tackle the new technology in any field of the modern era.
========
Our mission: 

>Help students manufacture their own robot from scratch.
>Help students turn any idea related to electronics or mechanics to a standalone project.
>Teach students the concepts and applications of programming by which they can create their own games, websites & more! 
>Help students comprehend the concept of sciences studied in school related to Electronics, Electricity, Mechanical >Engineering and Programming
>Emphasize meaningful problem-based learning through integration and application of technology. 
>Build the ability to think through problems strategically with a focus on logical reasoning, analytical reasoning, and critical thinking. 
>Help students participate in many international competitions (ROBO-CUP, ROV, Robogames,Mines Sweeper and others) in (USA - Canada - Germany)
>Cultivate the passion to success; make achieving goals as a habit
>Enhance the students’ soft skills and focus on the self learning skills.
>Help students gain valuable skills which they can even translate into a career later on.
>Provide courses and mentorship in Robotics, competitive programming, web development and android development.
==============
where you can find us 

>In the past three years Innova team succeeded in expanding in many places (AAST, Innovo Academy, SLS boys, SLS girls, GCA and others). 
>We have been serving +150 students in courses and provided full mentorship for +50 teams in many local and international competitions. 
>We also expanded as a Robotics Club in Canada by one of the founders. 

",Raise a new generation of innovative kids who are able to tackle new technology in any field.,345,http://www.innovastem-edu.com,innovastem-edu.com,Alexandria,"Alexandria, Alexandria, Alexandria 21648, EG",,Education Administration Programs,11-50 employees,"Alexandria, Alexandria",2015,"Robotics, Electronics, Electrical Engineering, Mechanical Engineering, Programming, Remotely Operated Underwater Vehicle (ROV), Minesweeper, RoboCup, and RoboGames",11278513,11278513,https://www.linkedin.com/sales/company/11278513/,14,Innova STEM Education,https://www.linkedin.com/company/11278513/,2023-05-05T15:30:47.131Z,https://www.linkedin.com/company/innovastemedu/,,
Bright Creations,https://media.licdn.com/dms/image/C4D0BAQFEHL0OUA-iLw/company-logo_200_200/0/1519905681285?e=1691625600&v=beta&t=MbpsuTh16-DtYPhqu8-xxg9h6mocZkrq9vKZwRhf8ak,,"Bright Creations is a digital agency and software solutions provider specialising in creating unique user experiences for our clients and their users.

Established in April 2008 by Mahamad El Tanahy, the company has grown rapidly and our offerings include:
- Digital Strategy
- Website Design & Development
- Mobile App Design & Development
- Social Media Apps
- Social Media Management
- Custom Application Development
- Outsourcing
- eCommerce app design and development

Operating out of our head office in Cairo, Egypt, Bright Creations has delivered impressive solutions through leveraging our team of 38+ technical and non technical experts, our European expectations of quality and our deep understanding of the European and Middle Eastern markets.

Check out our Facebook page: https://www.facebook.com/bcegypt
Follow us on Twitter: https://twitter.com/BCEgypt",,5069,http://www.brightcreations.com/,brightcreations.com,Cairo,"Office 1, First Floor, 4 Wissa Wassef Street, Giza, Cairo, Cairo -, EG",,Information Technology & Services,51-200 employees,"Cairo, Cairo",2008,"Software Development, Consulting, Mobile App Design & Development, Websites/Mobile Sites, Web Design & Development, Outsourcing, Tablet App Design & Development, Java, PHP, Graphic Design, Product Development, Social Media Creative Design/Facebook Apps, and eCommerce",835608,835608,https://www.linkedin.com/sales/company/835608/,30,Bright Creations,https://www.linkedin.com/company/835608/,2023-05-05T15:30:54.156Z,https://www.linkedin.com/company/bright-creations/,,
Horizons Software,,,,,26,https://www.horizonsoftware.com,https://horizonsoftware.com,Greenville,"1045 Baskin Dr, Greenville, Mississippi 38703-6504, US",,Software Development,11-50 employees,"Greenville, Mississippi",,,4224884,,https://www.linkedin.com/sales/company/4224884/,5,Horizons Software,https://www.linkedin.com/company/4224884/,2023-05-05T15:31:02.384Z,https://www.linkedin.com/company/horizons-software/,,true
Variiance,https://media.licdn.com/dms/image/C4D0BAQEXBEV-Din8qw/company-logo_200_200/0/1676282776104?e=1691625600&v=beta&t=1R9JEPlOQcPgxL2qjy8Ukjl-nQJEdIRkiv2P-ZJUzoI,https://media.licdn.com/dms/image/D4D1BAQHJc8RJRup3Dg/company-background_10000/0/1676282989603?e=1683907200&v=beta&t=R7Ps_vWorvA4-KsWmHwVLXXxrN3P2VoADKdQKIvlAEc,"Variiance International, a technology company developing the next generation unified communications technology and ed-tech, we are the first technology developer in the Arab world that aims to establish an integrated and effective ecosystem through several digital products, intelligent services, and creative solutions. This vision integrates with the comprehensive concept of sustainable development goals regionally and globally. It contributes to making a real difference in the lives of millions of users worldwide.",We are the first technology developer in the Arab world specializes in communications technology and edtech.,11079,http://www.variiance.com,variiance.com,Dubai,"Binary Tower, Business Bay, Dubai, Dubai, AE",0238250591,"Technology, Information and Internet",51-200 employees,,2019,,53266533,53266533,https://www.linkedin.com/sales/company/53266533/,91,Variiance,https://www.linkedin.com/company/53266533/,2023-05-05T15:31:10.634Z,https://www.linkedin.com/company/variianceinternational/,,
Qeyasi,https://media.licdn.com/dms/image/C4E0BAQFy-i7Qg2RslQ/company-logo_200_200/0/1519910065987?e=1691625600&v=beta&t=ucNPB6Eu_CzgI6xh0MkHaTDHmkriT1fjd88hSWGH7xE,https://media.licdn.com/dms/image/C4D1BAQGsAC1PD7PbeQ/company-background_10000/0/1526463598653?e=1683907200&v=beta&t=RbcXiuAACuP_ScRSZgLdNMV4YsvAzDjnM6ik3kfro0g,"Qeyasi is a technology consulting firm that offers end-to-end solutions and Outsourceing,
from concept and strategy, to design, development , implementation and support.

Qeyasi Adopting Oracle Fusion Middleware helps ensure the interoperability and integration you need.

We partner with our clients to create and support innovative solutions that help businesses become a lasting success in the marketplace.

Our Team Have More Than 15 Years Of Experience In Developing, Design And Leading Solutions In Several Industries Governmental ,Insurance (Life And Non-Life Medical ), Banking, , Manufacture , Point Of Sale, Oil And Gas, Import And Export, And Recruitment.",,462,http://www.qeyasi.com,qeyasi.com,Cairo,"Cairo,   EG",,IT Services and IT Consulting,2-10 employees,,2015,"Oracle Fusion Middleware, ADF, BPM, SOA, Database, Webcenter, and Content Management",10056731,10056731,https://www.linkedin.com/sales/company/10056731/,1,Qeyasi,https://www.linkedin.com/company/10056731/,2023-05-05T15:31:18.404Z,https://www.linkedin.com/company/qeyasi/,,
bringy,https://media.licdn.com/dms/image/C560BAQEd054QhbpxIg/company-logo_200_200/0/1562069826874?e=1691625600&v=beta&t=PcWlupZ-ZXOZVYbxxrmiXWv2gSJ76OnYu8j-Dv0RQbA,https://media.licdn.com/dms/image/C4D1BAQG4fXxoiX8xNw/company-background_10000/0/1591865322788?e=1683907200&v=beta&t=5rU6nJm_RzMDytK-aayXS6ijt3sGz4QRu-YVAEiRIjQ,"bringy enables customers to buy and claim insurance services instantly, with a few clicks.

bringy as a platform aspires to provide financial services and potentially digital banking services in an easy, fast and secure manner.

bringy digital ventures was founded in 2019 by a team of technology, telecom and financial services experts with a proven track record in both startup and large organizations.

bringy digital insurance brokerage was founded in Dec 2019 by bringy digital ventures, and was granted an insurance broker license by Egypt’s Financial Regulatory Authority in Feb 2020.","bringy enables customers to buy and claim insurance services instantly, with a few clicks",1163,http://bringy.com,bringy.com,Cairo,"12 El-Nahda Street, Maadi El-Sarayat, 4, Cairo, Cairo 11711, EG",+20 (2) 2359 5555,IT Services and IT Consulting,2-10 employees,"Cairo, Cairo",2019,"Technology, FinTech, Digital, Artificial Intelligence, Big Data Analytics, Insurance, and Apps",19216515,19216515,https://www.linkedin.com/sales/company/19216515/,9,bringy,https://www.linkedin.com/company/19216515/,2023-05-05T15:31:26.437Z,https://www.linkedin.com/company/bringydigital/,,
