name,logo,banner,description,tagLine,followerCount,location,companyAddress,industry,companySize,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,website,domain,phone,headquarters,error,isClaimable
STEM Club,https://media.licdn.com/dms/image/C4E0BAQFjxGTnOVpDHQ/company-logo_200_200/0/1519867758745?e=1691625600&v=beta&t=wWsIeaxQsyG3d0LudXYn-TV-sR8o6tfeG8MrC3L52N4,https://media.licdn.com/dms/image/C4E1BAQEoaQlV2ZrdiA/company-background_10000/0/1519800162594?e=1683907200&v=beta&t=qVy5ebcA3en1qz7eleb4hKXKBhg04ZsiHj0zS0aBYLU,"High Quality Training Provider in the fields of Science, Technology, Engineering, and Mathematics","Science, Technology, Engineering, and Mathematics Trainings in Egypt and around the world.",1121,Giza,"310 Burj Al-Rehab, Pyramids Zone, Giza,   EG",Education Administration Programs,11-50 employees,2014,"Robotics, STEM, and Summer Camps",18123483,18123483,https://www.linkedin.com/sales/company/18123483/,19,STEM Club,https://www.linkedin.com/company/18123483/,2023-05-05T15:07:28.085Z,https://www.linkedin.com/company/stem-club/,http://www.stem-club.com,stem-club.com,,,,
Wide Horizons Egypt,https://media.licdn.com/dms/image/C4E0BAQH4w8yHVn2fvA/company-logo_200_200/0/1549281224776?e=1691625600&v=beta&t=N8Bm4pWLkAiiepoYTQ8Wez7H0LRetFQua_r1ZB4Sf54,,"Welcome To Wide Horizons
As your company and customer demands grow, you require creative, flexible and scalable consulting and technology solutions. Wide Horizons is committed to delivering efficient and cost-effective solutions that enhance customer productivity and profitability. Wide Horizons provide a variety of IT Solutions which is proven to be the best among other competitors.",,98,Alexandria,"Alexandria, Semouha  EG",Information Technology & Services,51-200 employees,,,35548724,35548724,https://www.linkedin.com/sales/company/35548724/,6,Wide Horizons Egypt,https://www.linkedin.com/company/35548724/,2023-05-05T15:07:42.211Z,https://www.linkedin.com/company/wide-horizons-egypt/,http://www.wide-horizons.net,wide-horizons.net,,"Alexandria, Semouha",,
Anovate.ai,https://media.licdn.com/dms/image/C4E0BAQG-lVHCH70lxg/company-logo_200_200/0/1648377168658?e=1691625600&v=beta&t=Ispgd-oUL_wYKlxXVjJJRbL5JnyhHdHXscCHlQl2t10,https://media.licdn.com/dms/image/C4E1BAQG6UFztuSOZGA/company-background_10000/0/1648378329490?e=1683907200&v=beta&t=O8rMBrAx-abT7Y1ROqK-nLeHiMBARqLq9BXsysy2agY,Anovate.ai is dedicated to propelling startups to success and leverage Artificial Intelligence to transform their Businesses. Our AI consultants can analyze your requirements and advise on the optimal AI strategy. Our team can either develop AI software or help your in-house team at any stage of the project. We are using state-of-the-art frameworks to develop Machine Learning solutions that are optimal for solving your business challenges. ,We are dedicated to propelling startups to success and leverage Artificial Intelligence to transform their businesses,538,Alexandria,"Alexandria,   EG",Software Development,2-10 employees,2021,,84356320,84356320,https://www.linkedin.com/sales/company/84356320/,4,Anovate.ai,https://www.linkedin.com/company/84356320/,2023-05-05T15:07:56.782Z,https://www.linkedin.com/company/anovateai/,https://anovate.ai/,https://anovate.ai,,,,
DeFacto,https://media.licdn.com/dms/image/C4E0BAQEB-GXswxnTCQ/company-logo_200_200/0/1678955666221?e=1691625600&v=beta&t=JL1b7lxdBlN0YpauvvbF9KQtGn3YeEZ6zugj8mMq2w4,https://media.licdn.com/dms/image/D4D1BAQG7jKMtAp-3rw/company-background_10000/0/1676277161529?e=1683907200&v=beta&t=21Cr1WJQm5CL4W3jdsN0gKpspEXPNCM21r5gZnSeAxo,"DeFacto is one of the leading brands in the apparel and fashion sector in Turkey, opened its first store in 2005. DeFacto has taken its place among the leading brands in clothing and fashion industry in Turkey. 

With its experienced designer team and business partnerships, DeFacto offers affordable and high-quality products, has managed to include designs that adapt to the world trends. With its creative marketing strategies and with a design office providing significant added value in terms of innovation perspective, DeFacto has found the opportunity to prepare an appropriate design in the countries where he is present.

Experience gained in a short time and the momentum of rapid growth, has encouraged DeFacto to the opening of foreign markets. Since its creation, moving with the vision of becoming a global fashion brand, DeFacto has set up its first overseas store in Kazakhstan in the month of February of 2012.

DeFacto closed the Financial Year 2017 with 447 stores in 22 different countries. This year DeFacto entered two new markets and now operate in 24 different markets: Turkey, Kazakhstan, Iraq, Egypt, Belarus, Morocco, Kosovo, Albania, Georgia, Russia, Pakistan, Serbia, Bosnia and Herzegovina, Algeria, Azerbaijan, Jordan, Kyrgyzstan, Lebanon, Palestine, Saudi Arabia , Tunisia, Malaysia, Moldova and Turkish Republic of Northern Cyprus. Currently, DeFacto has 330 domestic and 134 overseas and franchise stores, which makes 464 stores in total. 
For each store, a special collection fitting the culture and lifestyle of the host country is curated.
In addition to design products, with innovation and R&D investments, the product groups such as DeFacto Inova and DeFacto eco offers to its customers differentiated products as results of in innovation and recycling field.

DeFacto will continue to exist in the future as one of the major players in the achievable fashion industry.",,254531,Istanbul,"DeFacto Plaza, Basın Ekspres Yolu Bahariye Caddesi No.31, Halkali, Istanbul,  34303, TR",Retail,"10,001+ employees",2003,,1607905,1607905,https://www.linkedin.com/sales/company/1607905/,6322,DeFacto,https://www.linkedin.com/company/1607905/,2023-05-05T15:08:12.063Z,https://www.linkedin.com/company/defacto_/,http://www.defacto.com.tr/,defacto.com.tr,,,,
Unplugged,https://media.licdn.com/dms/image/C4D0BAQHLSo56ZxDaxg/company-logo_200_200/0/1661280520647?e=1691625600&v=beta&t=qpvOc_oL-sKEPcpod4Rz2rlY26feDru9U_ZqpWAEIVg,https://media.licdn.com/dms/image/C561BAQHQlL7NVb8rXw/company-background_10000/0/1585595606412?e=1683907200&v=beta&t=jBoKXMmWJLGkstAPRsLEmlt1DBJJsqkrda7GrGHZHGE,"Mission:
We transform how our partners engage their users by providing innovative and engaging digital services that enable convenience in their lives.

Vision:
Digitally transforming how we live, work and play.

Values:
- User centric
- Data driven
- Detail oriented
- Innovative
- Fun culture
- Ethical","Unplugged is #SocialDistancing through #WorkFromHome.
We digitally transform how we live, work and play.
#StaySafe",992,Giza,"3 Abdel Aziz Selim, 3rd Floor, Giza, Giza  EG",Information Technology & Services,11-50 employees,2013,"Web Design, Web Development, Mobile Apps, Web Apps, and Digital Transformation",4997092,4997092,https://www.linkedin.com/sales/company/4997092/,6,Unplugged,https://www.linkedin.com/company/4997092/,2023-05-05T15:08:25.982Z,https://www.linkedin.com/company/unpluggedweb/,http://unpluggedweb.com,unpluggedweb.com,+201273238777,"Giza, Giza",,
DigiSay,https://media.licdn.com/dms/image/C4D0BAQFZqgoxVtrceA/company-logo_200_200/0/1519922024538?e=1691625600&v=beta&t=NyLLVG6bmIATRxXYVnFknfBm16_Yp1YK11N4ALLp0AA,,"About Us

- ESTABLISHED SUMMER 2010
- Launched Over 400 YouTube Channels With 750 Million Views
- Managing 7 YouTube Content Networks (6 Middle East + 1 In UK) YouTube Certified (Audience Growth)

What we do?

- We are experts in content Management on Youtube tools & Systems.
- We help you in setting up a professional presence on YouTube.
- We are Youtube Certified Agency (Audience growth - Digital Rights)

DigiSay Services:

- CONTENT MANAGEMENT
The process of making sure that all your video content available on the YouTube network is registered and linked to a reference, even if the uploader is another user.
DigiSay does the following to protect your content:
• Claiming all content uploaded through your channel and officially labeling as copyrighted.
• Claim content owned by you but that was uploaded by other youTube users.

AD MANAGEMENT & MONETIZATION
• Putting ads on your content and optimizing it to increase revenues
• Monitor earnings and performance 
• Prepare reports",,3620,Zamalek,"Zamalek, Zamalek, Cairo 11568, EG",Online Audio and Video Media,51-200 employees,2010,"YouTube MCN, YouTube Certified: Audience Growth, YouTube Certified: Digital Rights, Multi-Platform Network, Digital Marketing, Digital Distribution, Music Marketing, TV Marketing, Live Streaming, and Movies Marketing",2303457,2303457,https://www.linkedin.com/sales/company/2303457/,108,DigiSay,https://www.linkedin.com/company/2303457/,2023-05-05T15:08:40.042Z,https://www.linkedin.com/company/digisay/,http://www.digisay.com,digisay.com,,"Zamalek, Cairo",,
Zeal,https://media.licdn.com/dms/image/D4D0BAQHPWMKqVGzmLQ/company-logo_200_200/0/1665500570338?e=1691625600&v=beta&t=rPSppgctZzVwjRVksyrhs1OseTVJX4oz1qTl-DDtH0w,https://media.licdn.com/dms/image/D4D1BAQFM_RMQZoauRg/company-background_10000/0/1665935904240?e=1683907200&v=beta&t=ZrYZub-Lv7HCAdAMrXXdPA7FK5IiAjNkZx_D1ysfwuc,"Zeal IO LTD. is an innovative Cairo-based startup backed by global strategic investors to empower brands with the next generation of payments, loyalty, and AI-powered insights. We provide our merchants with world-class data, analytics & tools to predict consumer behavior using Artificial Intelligence. Merchants can unlock the full potential of the customers in the most convenient user experience.

Zeal IO LTD. is on a mission to create a digital ecosystem for transactions & consumer behavioral insights.","The future of digital payments, loyalty & AI.",4610,London,"London, GB",IT Services and IT Consulting,11-50 employees,2019,"Mobile App, Loyalty Program, Entrepreneurship, Cashback, Payment, and Data & Analytics",19068677,19068677,https://www.linkedin.com/sales/company/19068677/,40,Zeal,https://www.linkedin.com/company/19068677/,2023-05-05T15:09:00.590Z,https://www.linkedin.com/company/zealapps/,https://www.myzeal.app/,https://myzeal.app,+447453311211,,,
Decorative Glass,https://media.licdn.com/dms/image/C4D0BAQFmnW7V5BgkDw/company-logo_200_200/0/1652955956909?e=1691625600&v=beta&t=FF10j1gJMcKJB1wY9HFfJSmUQk6UBcelc8BsTYY5T80,https://media.licdn.com/dms/image/D4D1BAQGH5YmUpZvMSA/company-background_10000/0/1653724642039?e=1683907200&v=beta&t=JohHK0TURrD1WRpkGYGmHPgDBTtH0dX1IuPaNLLo9Ks,"The Egyptian Decorative Glass Brand Made a quality development move in the fabricated glass field while combined it with the latest exterior and interior design trends. In 1963, we intended to change the world to unite clients and glass innovation culture to pursue that aim.

Our means to achieve this are our passion, initiatives, and tactics 
centered around product development and operational excellence.",Your Glass Advisor,5766,Cairo,"Cairo,   EG","Glass, Ceramics and Concrete Manufacturing","1,001-5,000 employees",1963,"Glass Fabrication, Mass Production, Art & Design House, Express And Installations, Printing Solutions, and PVD Polishing",75144314,75144314,https://www.linkedin.com/sales/company/75144314/,94,Decorative Glass,https://www.linkedin.com/company/75144314/,2023-05-05T15:09:16.198Z,https://www.linkedin.com/company/decorativeglass/,http://decorativeglasseg.com,decorativeglasseg.com,,,,
IEEE AlexSB,https://media.licdn.com/dms/image/D4E0BAQFJjigTpG-U7A/company-logo_200_200/0/1682503308036?e=1691625600&v=beta&t=632wZZG8uaaHuLOVq50gfKVYFE43Eld4aU_FJg8vrPE,https://media.licdn.com/dms/image/D4E1BAQEfDY_wIJHzRw/company-background_10000/0/1682503356014?e=1683907200&v=beta&t=jMXvD1d2XKFuIeqDnQkQg3WCpqjY0nxo-4_KUeFKf2w,"IEEE Alexandria Student Branch (simply IEEE AlexSB) was founded in the academic year 2000/2001. IEEE AlexSB's strategy is to handle a series of activities and facilitate services for its members getting them to cope with the new technologies emerging everywhere. IEEE AlexSB is one of the impactful branches in Region 8. The branch has gained a lot of recognition and appreciation globally to the point that in 2009/2010, IEEE AlexSB was the largest student branch in the whole of Region 8, and the second largest one worldwide regarding the number of members.
IEEE AlexSB’s main goal is to enrich the engineering community through a wide range of events, conferences, and long-term programs. The branch’s most popular events are Interact with Today’s World, Integrating Engineers by Management, Protons, and Solid N Void Internship Program. Also, IEEE AlexSB annually organizes a series of visits and summer training opportunities in several factories and companies such as Toshiba, Mercedes, GASCO, and Sidpec. Besides, IEEE AlexSB organizes a variety of on-campus seminars, targeted towards raising the awareness of engineering students, where several technical and non-technical fields are discussed. The organized seminars included: Ethical Hacking, Ruby on Rails & Android Mobile Applications Development, Recent Renewable Energy Sources, Mobile Communication 101, Data Field, Embedded Systems, and most important Dr. Mosutafa El Sayed’s session “Nanotechnology the future world technology of the very small”. In addition to that, the branch is recently exploring new regions by providing one-day workshops like Term’s Kickoff workshop which was a three-day workshop with three different topics for each day. The branch also continues to develop its most popular courses, seminars, and Protons which is a long-term project that has been going on for ten years now that teaches school students the basics of robotics and programming.
",,740,Alexandria,"Faculty of Engineering, Alexandria University, Alexandria,   EG",Engineering Services,51-200 employees,2001,Engineering and Technology,10313926,10313926,https://www.linkedin.com/sales/company/10313926/,20,IEEE AlexSB,https://www.linkedin.com/company/10313926/,2023-05-05T15:09:30.488Z,https://www.linkedin.com/company/ieee-alexsb/,https://www.facebook.com/IEEE.AlexSB?mibextid=LQQJ4d,https://facebook.com/IEEE.AlexSB?mibextid=LQQJ4d,,,,
Diyar United Company,https://media.licdn.com/dms/image/C4D0BAQFDuqBPii6sew/company-logo_200_200/0/1617181553185?e=1691625600&v=beta&t=ou5CUmwYH93a9Z3RMk3CV5BD_IOmDa5K2W-aCy4Dnb0,https://media.licdn.com/dms/image/C4D1BAQEWEmjp080f7A/company-background_10000/0/1519799667829?e=1683907200&v=beta&t=4UcRcXLze2SGBsm9fIy-5eBFhQTo3LoXoshFYVt5Ay8,"Since its inception in 1980, Diyar United has been in the business of providing innovative Information Technology solutions, products and services in state of Kuwait. Based on that solid foundation, Diyar has emerged to provide innovative solutions in the Middle East Region. Our solutions have been carefully selected to add value by improving efficiency and effectiveness across all sectors. In addition we have invested in providing industry specific solutions for Government, e-Government, Homeland Security,  Oil Industry, Telecommunication Industry, Transportation and Health Sector. 

We are committed to continually pursue technical innovation, expand our international technology alliances, invest in our intellectual property and our ability to integrate technologies in order to contribute to the advancement of the ICT adoption and implementation by our society, citizens, business, governments and countries.","- The Official Account Of Diyar United Company

International Quality , Delivered by Local Professionals",37252,Kuwait City,"Business Tower Building, Kuwait City, 13040 Kuwait, KW",IT Services and IT Consulting,"1,001-5,000 employees",1980,Partners in Technology,58871,58871,https://www.linkedin.com/sales/company/58871/,1457,Diyar United Company,https://www.linkedin.com/company/58871/,2023-05-05T15:09:46.382Z,https://www.linkedin.com/company/diyar-united-company/,http://www.diyarme.com,diyarme.com,,"Kuwait City, PO Box 3985 Safat",,
FitNot,https://media.licdn.com/dms/image/D4D0BAQG-mKNbhQmEAg/company-logo_200_200/0/1680382561139?e=1691625600&v=beta&t=dq7x0p7fRVr1h3UCIdEuTk6nNLD-7Kk4mt4qjNmwDnw,https://media.licdn.com/dms/image/C561BAQEHnPstUvJ9Ow/company-background_10000/0/1587330738149?e=1683907200&v=beta&t=i6YbllHoj2fq_CVOeOowtO8eFc0dYJLjoLYOKpa3gGU,"FitNot wants to bring fresh and new perspective on games. Games that have exquisite art style, captivating narrative and engaging gameplay. FitNot is a statement to those who want to pursue their dreams and can't find their place yet. Don't fit with the norms, take risks and embrace your uniqueness.

FitNot wants to have a positive force and impact on Egypt and the middle east gaming scene, to bring the industry in the region to new heights and establish the region as force in the industry. By leveraging our diverse culture, rooted heritage and deep history we can make games that reflect these traits to world. Games that represent the people. Games that they can identify with and be proud of.

FitNot wants to cultivate a culture of collaboration and support for local talents. Games require coding, art , music and story. We want every aspect of game development to be uniquely Egyptian.","Games with an exquisite art style, captivating narrative and engaging gameplay.",412,Cairo,"Cairo, Cairo  EG",Computer Games,2-10 employees,2019,Games and Video Games,19069419,19069419,https://www.linkedin.com/sales/company/19069419/,4,FitNot,https://www.linkedin.com/company/19069419/,2023-05-05T15:10:00.456Z,https://www.linkedin.com/company/fitnotgames/,http://www.fitnotgames.com,fitnotgames.com,+201119111283,"Cairo, Cairo",,
"simplerApps Software Solutions Ltd. (BC, Canada)",https://media.licdn.com/dms/image/C4E0BAQGT90biRskyKA/company-logo_200_200/0/1519886579729?e=1691625600&v=beta&t=tqdf_3CsshvZrCpp0Sp90-x-yN9Kgx4tTeg3wUKOwBU,https://media.licdn.com/dms/image/C4E1BAQEXODFpczxCrw/company-background_10000/0/1545924229844?e=1683907200&v=beta&t=YnCne0GL2JgEbIuxbDEJ0PVuH6oLbkDuqv4-lpfTBdU,"simplerApps Software Solutions Ltd. (simplerApps) is chartered to make available a portfolio of integrated Enterprise Software Applications with Process management workflow at the core.

Our software portfolio is Cloud based and being offered as an All-Included Managed Service (SaaS). We are focused on ERP, Healthcare and Congregation information systems.","we stand for a 3-S strategy; Simpler to use applications, automation through Software, and completeness of a Solution.",126,,,Information Services,2-10 employees,2013,"Cloud ERP Application Services, Cloud Healthcare Information Systems, and Congregation Information Systems",9395317,9395317,https://www.linkedin.com/sales/company/9395317/,2,"simplerApps Software Solutions Ltd. (BC, Canada)",https://www.linkedin.com/company/9395317/,2023-05-05T15:10:15.785Z,https://www.linkedin.com/company/simplerapps-software-solutions-ltd/,http://www.simplerapps.cloud,simplerapps.cloud,,,,
Novell Pharma,https://media.licdn.com/dms/image/C4D0BAQE6mKI8A6cxNA/company-logo_200_200/0/1604404309457?e=1691625600&v=beta&t=w7cbtewawjG_uG4pFS3E7ExzJLhWBFjOxG-YdVfW3xw,https://media.licdn.com/dms/image/C4D1BAQHd1cPuMIfXwQ/company-background_10000/0/1604404910478?e=1683907200&v=beta&t=pB00QmUJuSM3qC1Ym1768HVaB9dgGYTQ-57SD4VOse0,"Novell Pharma is an Egyptian pharmaceutical corporation headquartered in Giza, Egypt;  plunged into the Egyptian market in Oct.2017, and in this very short period of time, we have proven that we have a clear and concrete vision and mission collaborated with a genuine passion to serve Egyptian communities.
VISION:
  “Creating sustainable value for patients, customers and community through making a difference in bringing innovative, high quality and affordable medicines to patients that help us build a steady pipeline and deliver growth year on year and be the forefront of our industry.”
MISSION:
  “Acting tirelessly to make a difference to people’s  lives every day by delivering valuable therapeutic brands for patients, through our customers, by our professional partners.”
OUR  STRATEGY: Delivering Sustainable Long-term growth by:
**GROW: Horizontal and Vertical
**BRING: high-quality products to the Egyptian market to fulfill gaps.
**SEIZE: value-enhancing growth opportunities.
**ADAPT: internal innovation for  future challenges & opportunities.




",,15710,GIZA,"238 Al Haram, Oula Al Haram, Al Omraneyah, Giza Governorate, GIZA, GIZA 12565, EG",Pharmaceutical Manufacturing,"501-1,000 employees",2017,,11499290,11499290,https://www.linkedin.com/sales/company/11499290/,198,Novell Pharma,https://www.linkedin.com/company/11499290/,2023-05-05T15:10:32.438Z,https://www.linkedin.com/company/novell-pharma/,http://www.novellpharma.org,novellpharma.org,+202 339 72 303,"GIZA, GIZA",,
DXwand,https://media.licdn.com/dms/image/D4D0BAQFi6hgk-xju7Q/company-logo_200_200/0/1664448714072?e=1691625600&v=beta&t=z7V7gO7JN9fsnEIo9GLo4r2TdsqdYP5gQPjEAqPI8a4,https://media.licdn.com/dms/image/D4D1BAQEYRsliL5daKw/company-background_10000/0/1664448506278?e=1683907200&v=beta&t=1CoZBLCZZl-aJe30plKFrLpzPZO230oslIW2LvhpWFk,"DXwand is not about Bots or AI, it’s about your success and growth. It’s about how our advanced technology would impact your business growth and contribute to your success 🙏

You may have a challenge in responding to each and every customer conversation with a relevant, personalized and satisfactory answer. But just getting a ChatBot or even a person to respond is not going to unleash insights that help you grow. Insights like which products are in demand, or most chronic customers’ complaints👇 Actually, having an ordinary chatbot or moderation team would probably disconnect you from your customers voice 😱

DXwand built a Conversational AI application that easily helps businesses turn conversations into ""Growth Insights"". It responds to conversations with ""Contextual and personalized"" approach and with AI, it converts conversations into Growth Insights Dashboards such as leads, demands, opportunities, threats, complaints and much more. Growth insights are presented to business owners to keep them connected with their customers' voice while not required to tap into every conversation and helps them take informative decisions to grow! Solution is available in Facebook Messenger, Facebook Comments, Instagram, Twitter, WhatsApp, Website, SMS and Voice. Solution supports several Arabic slangs natively such as Egyptian, Gulf and Lebanese in addition to English, French and Spanish.


Our goal is partnering in your success 💪",AI venture founded by technology & AI experts that are passionate about building intelligent conversational AI,3227,Cheyenne,"1603 Capitol Ave, Cheyenne, 82001, US",Software Development,11-50 employees,2018,"Chatbots, Artificial Intelligence, AI, NLP, and Azure",12632111,12632111,https://www.linkedin.com/sales/company/12632111/,34,DXwand,https://www.linkedin.com/company/12632111/,2023-05-05T15:10:49.128Z,https://www.linkedin.com/company/dxwand/,https://dxwand.com/,https://dxwand.com,,"Cheyenne, Wyoming",,
Millennium Systems Design,https://media.licdn.com/dms/image/C560BAQEqHdzfJefkLw/company-logo_200_200/0/1519873079216?e=1691625600&v=beta&t=bSjad5oC24gUCWYUSa_o75X0l4WWBKUG3lzKplBYDrY,,"Millennium Systems Design engineers have an over a century combined experience of design and test. 

Several innovative mobile apps, supporting both Android and iOS platforms, are released to consumers. Millennium encourages the consumers to use these powerful products to quickly see the benefits of the most up to date promotions, news and reviews of fellow consumers.

Millennium has released first of many to come commercially available industrial products, USB Power Delivery Analyzer. Millennium will continue to offer several low cost popular serial analyzers. Many years of design and development of high-tech products enables Millennium to offer leading edge products with powerful specifications including a powerful software and GUI.

The management and the team can offer these experiences to clients that have a need for outsourcing their design.",,679,Kuala Lumpur,"Lot 3-3, Enterprise 3B, Technology Park Malaysia, Bukit Jalil, Kuala Lumpur, Malaysia 57000, MY",IT Services and IT Consulting,51-200 employees,,"Mobile Development, Industrial Product Development, High Speed Hardware Design, and Innovative Software Design",10006007,10006007,https://www.linkedin.com/sales/company/10006007/,10,Millennium Systems Design,https://www.linkedin.com/company/10006007/,2023-05-05T15:11:06.640Z,https://www.linkedin.com/company/millennium-systems-design/,http://www.msd-my.com,msd-my.com,,"Kuala Lumpur, Malaysia",,
Erasmus Student Network Greece,https://media.licdn.com/dms/image/C4D0BAQH18PBcARXRVw/company-logo_200_200/0/1582882695522?e=1691625600&v=beta&t=0uIeAmAQ5bPqZV1nYun8t7lzC4Cnz7l6FR8EfgLwSfo,https://media.licdn.com/dms/image/C4D1BAQEnqEjNsSVVVw/company-background_10000/0/1573049785445?e=1683907200&v=beta&t=TUz2o23lGTZLOc7b4LX_Jst26kKL3fhfhS6fLlTL2rI,"ESN is the biggest non-profit interdisciplinary student association in Europe. ESN Greece is part of ESN International and has 19 local sections.

ESN Greece is consisted by voluntary, non-profitable, non-governmental associations (ESN sections) which follow the value of ""Students Helping Students""​, provide help and organise activities for the Erasmus students. Having the full support and a vivid cooperation with the national State Scholarships Foundation, ESN Greece is continuously evolving and developing, with new local sections being created.

Our volunteers acquire valuable experience and skills that span across project management, event planning, marketing, design, leadership, fundraising, web development and others. Above all, they develop an international identity and truly become citizens of the world.",Erasmus Student Network Greece (ESN Greece) is a non-profit volunteering student association.,1208,Athens,"22 Atlantos, Athens, Attiki 112 54, GR",Higher Education,"501-1,000 employees",2010,"Education, Event Planning, Erasmus+, Internationalism, Mobility, and Volunteering",6640855,6640855,https://www.linkedin.com/sales/company/6640855/,15,Erasmus Student Network Greece,https://www.linkedin.com/company/6640855/,2023-05-05T15:11:23.932Z,https://www.linkedin.com/company/erasmus-student-network-greece/,http://www.esngreece.gr,esngreece.gr,,"Athens, Attiki",,
Tielearn,https://media.licdn.com/dms/image/C4D0BAQEvDRmqfW6eyg/company-logo_200_200/0/1645104564958?e=1691625600&v=beta&t=Y7rgRMoIbT3bcM751irf06bYZiuLes4fozDNtrcVLL4,https://media.licdn.com/dms/image/C4D1BAQGtFzjrqhXU3w/company-background_10000/0/1645105691041?e=1683907200&v=beta&t=XMpvGPdOR7NzM8Chr43t-pgZ_ETausfJb11l940zgNE,"Tielearn is a platform that allows instructors to build online courses on their preferred topics. Using Tielearn course development tools, they can upload videos, PowerPoint presentations, PDFs, audio, ZIP files, and live classes to create courses. Instructors can also engage and interact with users via online discussion boards.",Tie learn is a platform that allows instructors to build online courses on their preferred topics.,33,,,E-Learning Providers,11-50 employees,2019,,79374866,,https://www.linkedin.com/sales/company/79374866/,,Tielearn,https://www.linkedin.com/company/79374866/,2023-05-05T15:11:41.257Z,https://www.linkedin.com/company/tielearn/,https://tielearn.com,https://tielearn.com,,,,
Keepoala,https://media.licdn.com/dms/image/C4D0BAQFjJGrAgo1PoA/company-logo_200_200/0/1647583184571?e=1691625600&v=beta&t=S7jgn73a50gllpZy3h4sxPs_InixbpetOkLCNm8V0mY,https://media.licdn.com/dms/image/C4D1BAQG32WywtV3n2w/company-background_10000/0/1606156035875?e=1683907200&v=beta&t=1IA3SkB_MZuCySEbB41qNq0zS_0m1ttKwHrKIqiOk2I,Keepoala is the leading community for online shoppers to reduce their return volumes and carbon footprint and thereby receiving great rewards. Participating shops and brands lower return costs through better data transparency and happier customers.,"Sustainable reduction of returns for e-commerce, shoppers and the environment.
",993,München,"München,   DE","Technology, Information and Internet",2-10 employees,2020,"Retouren, Ecommerce, nachhaltigkeit, and Umwelt",66882474,66882474,https://www.linkedin.com/sales/company/66882474/,10,Keepoala,https://www.linkedin.com/company/66882474/,2023-05-05T15:11:59.350Z,https://www.linkedin.com/company/keepoala/,https://www.keepoala.com,https://keepoala.com,,,,
Ajax Business Solutions,https://media.licdn.com/dms/image/C560BAQGBUM-I3GkeUA/company-logo_200_200/0/1556546567085?e=1691625600&v=beta&t=KEXQY1Vi9wGve2TIVtz_sEV9CddZEpPUaP7-z-K9YjY,https://media.licdn.com/dms/image/C561BAQEYTzL4wXJsdw/company-background_10000/0/1600866158496?e=1683907200&v=beta&t=YDrOFnUv1ibk0jy3uXzvgaU-w0k9fbCfcF1-J1N-Szw,"Ajax is an edge-cutting consulting firm, working on partners' Losses Elimination and process improvements throughout a patented framework that we call ""Achilles"". With a team of 100+ years of experience, and with the right tools, we ensure at least 5% of clients cost reduction versus current leveraging latest technologies and Digital Transformation techniques. 

We specialize in:
-Losses Elimination Consulting
--Business Skills and Soft Skills Training 
-Digital Transformation Projects 
",Less expenditure .. More winning,1860,El Mohandeseen,"Lebanon Street, El Mohandeseen, Cairo  EG",Business Consulting and Services,11-50 employees,,,19144628,19144628,https://www.linkedin.com/sales/company/19144628/,10,Ajax Business Solutions,https://www.linkedin.com/company/19144628/,2023-05-05T15:12:17.620Z,https://www.linkedin.com/company/ajax-business-solutions/,http://ajaxsolutions-eg.com,ajaxsolutions-eg.com,01061234321,"El Mohandeseen, Cairo",,
Open Data Science Conference (ODSC),https://media.licdn.com/dms/image/C4E0BAQF9xxYuQyx3Yw/company-logo_200_200/0/1625082270114?e=1691625600&v=beta&t=2tlz-Vt4wVr4ZlXpX6w7P60yB4YL1laJCW-popDLl7o,https://media.licdn.com/dms/image/D4D1BAQGyaxU9SSZlZg/company-background_10000/0/1676546921437?e=1683907200&v=beta&t=CyZpmMaRjFh9P2c_XDjzml22WWOMLbo8ykGM3o1Nx78,"The goal of the Open Data Science Conference (ODSC) is to cultivate and grow the global data science community.

ODSC is unique in that it attracts an audience of both decision-makers, such as CTOs and lead data scientists, as well as the “ninjas” or decision-influencers, i.e., the people who actually use and build analytic tools.","The leading applied data science and AI conference, with 4 global events and nearly 180 meetups worldwide every year.",137436,Cambridge,"1 Broadway, Cambridge, MA 02142, US",Information Services,11-50 employees,2015,"data science, artificial intelligence, machine learning, deep learning, data engineering, MLOps, NLP, and Computer Vision",9358547,9358547,https://www.linkedin.com/sales/company/9358547/,145,Open Data Science Conference (ODSC),https://www.linkedin.com/company/9358547/,2023-05-05T15:12:36.002Z,https://www.linkedin.com/company/open-data-science/,https://odsc.com/,https://odsc.com,,"Cambridge, MA",,
